wav,id,ew
3882.085,CN,136.0
3882.3,T I,141.0
3882.511,CN,127.0
3882.847,CN,140.0
3882.996,CN,118.0
3883.114,CN,91.0
3883.287,Cr I,228.0
3883.429,CN,3.0
3883.639,Cr I,26.0
3883.76,Hf I,2.5
3884.097,T I,5.5
3884.369,Fe I,136.0
3884.609,Co I,69.0
3884.844,V I,22.0
3885.151,Fe I,28.0
3885.519,Fe I,87.0
3885.865,N I,6.5
3886.428,Fe I,11.0
3886.804,Cr I,50.0
3887.059,Fe I,219.0
3887.372,T I,8.0
3888.041,T I,9.0
3888.422,Fe I,23.0
3888.524,He I,265.0
3888.938,H 8,6.0
3889.05,H 8,2346.0
3889.105,H 8,12.0
3889.231,H 8,25.0
3889.358,CH,40.5
3889.676,Ni I,42.0
3889.848,CH,28.0
3889.929,Fe I,55.0
3890.083,Sm I,2.5
3890.196,V I,35.0
3890.311,Zr I,6.5
3890.568,CH,38.0
3890.722,N I,3.0
3890.849,Fe I,64.0
3890.945,Nd I,20.0
3891.198,CH,49.0
3891.781,Ba I,30.0
3891.934,Fe I,88.0
3892.11,Co I,11.0
3892.591,CH,49.0
3892.898,Fe I,78.0
3892.988,Fe I,72.0
3893.074,CH,63.0
3893.402,Fe I,182.0
3893.92,Fe I,70.0
3894.493,Fe I,33.0
3894.631,Nd I,9.0
3894.713,Gd I,11.0
3894.986,Co I,78.0
3895.088,CH,58.0
3895.167,CH,21.0
3895.242,T I,58.0
3895.334,CH,46.0
3895.448,Fe I,87.0
3895.582,Mg I,10.0
3895.794,Mg I,361.0
3896.139,V I,58.0
3896.248,Er I,24.0
3896.534,Zr I,14.0
3896.622,Fe I,27.0
3896.781,N I,21.0
3896.982,Sm I,2.5
3897.345,T I,10.0
3897.458,Fe I,83.0
3897.648,Cr I,27.0
3897.9,Fe I,98.0
3898.014,Fe I,158.0
3898.394,CH,74.0
3898.512,Ti I,42.0
3899.036,Fe I,85.0
3899.142,V I,62.0
3899.719,Fe I,436.0
3900.224,Nd I,16.0
3900.66,Al I,20.0
3900.963,T I,37.0
3901.06,Fe I,7.0
3901.16,V I,4.0
3901.598,CH,62.0
3901.866,CH,71.0
3901.977,CH,36.0
3902.262,V I,61.0
3902.43,Gd I,44.0
3902.632,CH,35.0
3903.161,Cr I,18.0
3903.257,V I,40.0
3903.416,Sm I,4.0
3903.854,Mg I,224.0
3904.63,N I,20.0
3904.79,T I,60.0
3905.532,Si I,816.0
3905.679,Si I,48.0
3905.905,CH,61.0
3906.3,Co I,52.0
3906.49,Fe I,164.0
3906.752,Fe I,77.0
3907.114,Eu I,28.0
3907.296,Ce I,6.5
3907.478,Sc I,73.0
3907.672,Fe I,36.0
3907.774,Cr I,41.0
3907.94,Fe I,82.0
3908.067,Pr I,6.0
3908.274,CH,45.0
3908.411,Ce I,26.0
3908.548,Ce I,36.0
3908.685,Fe I,98.0
3908.928,N I,63.0
3909.668,Fe I,89.0
3909.837,Fe I,115.0
3909.941,Co I,97.0
3910.334,CH,79.0
3910.534,CH,114.0
3910.849,Fe I,86.0
3911.003,Fe I,74.0
3911.18,T I,40.0
3911.417,Mn I,11.0
3911.701,Fe I,34.0
3911.825,Sc I,60.0
3912.203,V I,15.0
3912.294,N I,63.0
3912.594,T I,3.5
3912.797,Fe I,11.0
3912.981,N I,51.0
3913.47,Ti II,138.0
3913.637,Ti II,101.0
3914.013,CH,53.0
3914.338,Fe II,133.0
3914.426,Fe II,70.0
3914.512,Fe II,64.0
3914.74,Fe I,7.0
3914.98,Cr I,7.0
3915.218,Fe I,46.0
3915.612,CH,78.0
3915.811,CH,110.0
3915.939,Zr I,47.0
3916.067,La I,22.0
3916.244,V II,67.0
3916.521,V II,11.0
3916.605,V II,8.0
3916.737,Fe I,90.0
3916.985,Cr I,17.0
3917.124,Co I,151.0
3917.591,Cr I,23.0
3918.113,Hf I,4.5
3918.324,Fe I,190.0
3918.573,Fe I,121.0
3919.168,Cr I,2.5
3919.817,Ce I,8.0
3920.269,Fe I,341.0
3920.629,Fe I,76.0
3920.729,CH,69.0
3920.844,Fe I,77.0
3921.049,Cr I,125.0
3921.276,Fe I,40.0
3921.428,T I,50.0
3921.556,CH,79.0
3921.716,CH,75.0
3921.904,V I,3.5
3922.084,Fe I,24.0
3922.421,Sm I,34.0
3922.768,Fe I,18.0
3922.923,Fe I,414.0
3923.107,Fe I,5.5
3923.333,Mn I,7.0
3923.502,Sc I,11.0
3923.926,Hf I,1.0
3924.067,Mn I,20.0
3924.174,N I,19.0
3924.533,T I,68.0
3924.652,Ce I,13.0
3925.209,Fe I,70.0
3925.45,Pr I,5.5
3925.538,Fe I,33.0
3925.651,Fe I,74.0
3925.949,Fe I,86.0
3926.027,Fe I,76.0
3926.326,Ti I,13.0
3926.458,Mn I,34.0
3926.639,Cr I,6.5
3927.0,Fe I,187.0
3927.129,Nd I,4.0
3928.091,Fe I,63.0
3928.217,CH,68.0
3928.345,CH,46.0
3928.644,Cr I,45.0
3928.93,T I,2.5
3929.223,Fe I,37.0
3929.523,Zr I,2.0
3929.724,V I,20.0
3929.885,T I,37.0
3930.308,Fe I,108.0
3930.663,Y I,7.5
3931.342,V I,3.0
3931.898,Fe I,1.5
3932.0,Fe I,1.5
3932.018,T I,10.0
3932.637,Fe I,10.0
3932.915,Fe I,1.5
3933.682,Ca II K,20253.0
3934.366,Fe I,6.0
3935.319,Fe I,7.5
3935.645,CH,11.0
3935.73,CH,5.5
3935.826,Fe I,35.0
3935.979,Co I,30.0
3936.557,Fe I,7.0
3937.336,Fe I,38.0
3938.018,Fe I,3.5
3938.298,Fe I,31.0
3938.409,Mg I,71.0
3938.63,Fe I,11.0
3938.734,N I,2.5
3938.865,Co I,6.5
3938.97,Fe I,4.0
3939.518,Sc I,3.5
3940.041,Fe I,28.0
3940.358,Ce I,9.5
3940.89,Co I,84.0
3941.284,Fe I,60.0
3941.496,Cr I,52.0
3941.737,Co I,47.0
3941.856,Ni I,25.0
3942.016,V I,5.5
3942.155,Ce I,10.0
3942.239,C I,1.5
3942.37,Fe I,41.0
3942.448,Fe I,72.0
3942.746,Ce I,15.0
3942.844,Mn I,15.0
3943.182,Fe I,22.0
3943.348,Fe I,52.0
3943.679,V I,5.5
3943.82,Al I,36.0
3943.918,Al I,3.0
3944.016,Al I,488.0
3944.11,Al I,37.0
3944.744,Fe I,73.0
3944.898,Fe I,72.0
3945.127,Fe I,79.0
3945.332,Co I,68.0
3945.493,Cr I,10.0
3945.961,Cr I,10.0
3946.048,Ca I,7.5
3946.2,Ni I,2.5
3947.002,Fe I,83.0
3947.27,O I,3.0
3947.385,Fe I,49.0
3947.538,Fe I,86.0
3947.778,T I,74.0
3947.978,Fe I,9.5
3948.109,Fe I,99.0
3948.281,Fe I,35.0
3948.68,Ti I,94.0
3948.785,Fe I,80.0
3949.061,Ca I,89.0
3949.402,Pr I,3.0
3949.605,Cr I,6.5
3949.7,Cr I,2.0
3949.959,Fe I,103.0
3950.253,Y II,4.0
3950.358,Y II,55.0
3950.795,Fe I,3.5
3951.081,Cr I,126.0
3951.626,Fe I,22.0
3951.776,Cr I,20.0
3951.839,Hf I,1.0
3951.964,V I,63.0
3952.201,Nd I,14.0
3952.408,Cr I,46.0
3952.545,Ce I,133.0
3952.756,CH,100.0
3952.982,CH,159.0
3953.082,CH,27.0
3953.158,Fe I,97.0
3953.256,Cr I,37.0
3953.502,Fe I,40.0
3953.861,Fe I,51.0
3954.54,N I,37.0
3954.718,Fe I,29.0
3955.219,Fe I,38.0
3955.343,Fe I,107.0
3955.762,Fe I,13.0
3955.963,Fe I,64.0
3956.339,Ti I,110.0
3956.463,Fe I,94.0
3956.686,Fe I,133.0
3957.041,Fe I,123.0
3957.629,Fe I,35.0
3957.936,Co I,54.0
3958.093,Cr I,9.5
3958.216,Ti I,86.0
3958.416,Fe I,27.0
3958.636,Pd I,3.0
3958.74,Fe I,31.0
3958.87,Rh I,3.5
3959.453,Fe I,4.5
3959.542,Gd I,2.5
3960.284,Fe I,50.0
3960.647,Fe I,3.5
3960.765,Cr I,6.5
3960.916,Ce I,7.5
3961.01,Co I,11.0
3961.149,Fe I,44.0
3961.535,Al I,621.0
3962.179,CH,41.0
3962.722,Fe I,22.0
3962.861,T I,46.0
3962.972,Sm I,5.5
3963.115,Fe I,81.0
3963.222,CH,47.0
3963.347,Ti I,4.0
3963.437,Fe I,20.0
3963.691,Cr I,56.0
3964.19,N I,15.0
3964.28,T I,48.0
3964.526,Fe I,53.0
3965.016,Co I,1.0
3965.23,Co I,3.5
3965.516,Fe I,39.0
3965.845,Fe I,9.0
3966.073,Fe I,66.0
3966.511,Fe I,35.0
3966.639,Fe I,44.0
3966.824,Fe I,11.0
3967.055,Ce I,5.0
3967.431,Fe I,19.0
3967.975,Fe I,7.0
3968.492,Ca II H,15467.0
3969.06,Cr I,5.0
3969.148,Co I,5.0
3969.268,Fe I,52.0
3969.641,Fe I,7.5
3969.758,Cr I,14.0
3970.075,H$\epsilon$,50.0
3970.272,Fe I,18.0
3970.399,Fe I,29.0
3970.495,N I,10.0
3970.843,Fe I,2.0
3971.007,Fe I,16.0
3971.261,Cr I,9.0
3971.332,Fe I,56.0
3971.826,Fe I,15.0
3971.994,Eu I,17.0
3972.173,N I,51.0
3972.263,CH,21.0
3972.44,CH,44.0
3972.575,Ca I,27.0
3972.687,Cr I,6.0
3972.916,Fe I,17.0
3973.276,Nd I,11.0
3973.564,N I,74.0
3973.715,Ca I,101.0
3973.916,Fe I,30.0
3974.398,Fe I,61.0
3974.486,CH,50.0
3974.634,N I,48.0
3974.763,Fe I,89.0
3975.051,Fe I,4.5
3975.21,Fe I,36.0
3975.691,T I,1.5
3975.845,Fe I,43.0
3976.276,Sm I,5.5
3976.39,Fe I,44.0
3976.632,Fe I,162.0
3976.868,Fe I,64.0
3977.081,Mn I,7.5
3977.191,Co I,12.0
3977.45,Fe I,4.0
3977.575,Fe I,8.5
3977.747,Fe I,104.0
3978.572,Dy I,8.5
3978.667,Co I,68.0
3978.855,Co I,10.0
3979.115,Fe I,4.0
3979.196,Sm I,7.0
3979.323,Cr I,5.5
3979.522,Co I,67.0
3979.642,Fe I,42.0
3979.791,Cr I,19.0
3980.012,Fe I,21.0
3980.522,V I,3.5
3980.821,T I,3.5
3980.883,Ce I,6.0
3981.105,Fe I,32.0
3981.233,Cr I,25.0
3981.448,T I,3.0
3981.616,Fe I,21.0
3981.775,Fe I,101.0
3981.997,T I,71.0
3982.166,Mn I,12.0
3982.486,Ti I,60.0
3982.598,Mn I,62.0
3982.911,Ce I,12.0
3983.004,CH,52.0
3983.198,CH,57.0
3983.36,Fe I,24.0
3983.54,Fe I,35.0
3983.666,Dy I,10.0
3983.921,Cr I,155.0
3984.15,N I,70.0
3984.451,Fe I,9.0
3984.564,V I,3.5
3984.665,Ce I,55.0
3984.839,Ru I,2.5
3984.941,Fe I,37.0
3985.242,Mn I,35.0
3985.392,Fe I,99.0
3985.6,T I,11.0
3985.789,V I,5.5
3986.18,Fe I,82.0
3986.37,N I,9.0
3986.76,Mg I,267.0
3987.096,Mn I,163.0
3987.473,Mn I,12.0
3987.612,T I,52.0
3987.966,Yb I,18.0
3988.516,La I,44.0
3988.834,V I,7.5
3988.992,Fe I,69.0
3989.251,Fe I,13.0
3989.607,Fe I,17.0
3989.768,T I,105.0
3989.864,Fe I,69.0
3989.983,Cr I,44.0
3990.104,Nd I,27.0
3990.188,T I,5.0
3990.301,Co I,21.0
3990.379,Fe I,74.0
3990.565,I V,28.0
3991.121,Cr I,74.0
3991.834,Co I,8.0
3992.019,Co I,3.5
3992.115,Ir I,8.0
3992.643,Fe I,13.0
3992.828,V I,65.0
3993.101,Fe I,43.0
3993.612,Fe I,19.0
3993.827,Ce I,11.0
3993.95,N I,62.0
3994.012,Fe I,15.0
3994.119,Fe I,80.0
3994.684,Ti I,62.0
3994.81,Pr I,15.0
3995.751,La I,38.0
3995.862,Ni I,3.5
3996.117,Fe I,15.0
3996.264,Fe I,47.0
3996.342,Gd I,13.0
3996.546,Fe I,10.0
3996.6,Sc I,18.0
3996.697,Dy I,7.0
3996.971,Fe I,70.0
3997.112,V I,50.0
3997.482,Fe I,170.0
3997.908,Co I,114.0
3998.058,Fe I,115.0
3998.475,Fe I,30.0
3998.643,Ti I,110.0
3998.746,V I,14.0
3999.18,V I,6.0
3999.243,Ce I,16.0
3999.344,T I,12.0
4000.023,Fe I,8.0
4000.257,Fe I,66.0
4000.465,Fe I,78.0
4000.973,Cr I,5.5
4001.449,Cr I,68.0
4002.077,Fe I,38.0
4002.162,Mn I,4.0
4002.503,T I,34.0
4002.929,V I,61.0
4003.275,Mn I,10.0
4003.62,Co I,6.0
4003.769,Fe I,70.0
4003.915,Cr I,9.5
4004.016,Nd I,9.5
4004.164,Fe I,9.0
4004.838,Fe I,83.0
4004.983,Fe I,82.0
4005.254,Fe I,416.0
4005.388,Fe I,42.0
4005.482,Fe I,42.0
4005.708,V I,85.0
4005.965,Ti I,18.0
4006.156,N I,54.0
4006.317,Fe I,89.0
4006.633,Fe I,93.0
4006.825,CH,102.0
4006.997,CH,65.0
4007.2,T I,4.0
4007.279,Fe I,86.0
4007.443,Nd I,14.0
4007.596,Fe I,11.0
4008.06,Ti I,28.0
4008.172,V I,24.0
4008.418,Sc I,5.5
4008.602,Sc I,14.0
4008.736,W I,13.0
4008.93,T I,106.0
4009.255,Fe I,4.5
4009.42,Fe I,3.5
4009.547,Fe I,43.0
4009.66,T I,122.0
4009.91,Ru I,9.5
4009.984,N I,18.0
4010.179,Fe I,36.0
4010.492,Fe I,11.0
4010.588,Fe I,68.0
4010.78,Fe I,56.0
4010.933,Fe I,51.0
4011.08,Co I,7.5
4011.546,T I,16.0
4011.718,Fe I,50.0
4011.893,Fe I,10.0
4012.158,Fe I,33.0
4012.253,Ce II,39.0
4012.478,Ce II,31.0
4012.602,N I,25.0
4012.705,Nd I,14.0
4012.796,T I,5.0
4013.232,Ti I,7.0
4013.582,T I,83.0
4013.816,Fe I,102.0
4013.96,Co I,34.0
4014.272,Fe I,50.0
4014.674,Cr I,18.0
4014.934,Ce I,34.0
4015.38,T I,23.0
4015.48,N I,20.0
4016.092,Ca I,5.0
4016.283,T I,13.0
4016.423,Fe I,68.0
4016.546,Fe I,12.0
4016.804,Cr I,30.0
4016.962,T I,24.0
4017.1,Fe I,149.0
4017.309,V I,24.0
4017.471,N I,86.0
4017.774,T I,34.0
4017.931,Mn I,2.0
4018.104,Mn I,139.0
4018.271,Mn I,92.0
4018.385,Zr I,16.0
4018.497,Fe I,7.0
4018.836,Nd I,9.0
4019.053,N I,49.0
4019.136,Th I,8.5
4019.297,Co I,18.0
4019.838,Fe I,4.5
4020.029,CH,93.0
4020.193,CH,107.0
4020.397,Sc I,56.0
4020.488,Fe I,44.0
4020.905,Co I,80.0
4021.338,Nd I,16.0
4021.623,Fe I,68.0
4021.87,Fe I,121.0
4022.049,N I,23.0
4022.226,Fe I,55.0
4022.446,Fe I,25.0
4022.536,Fe I,4.5
4022.625,Cu I,10.0
4022.745,Fe I,52.0
4022.86,C I,5.0
4023.011,Nd I,18.0
4023.23,Sm I,3.0
4023.384,V I,67.0
4023.831,Fe I,3.5
4024.003,Ni I,33.0
4024.1,Fe I,66.0
4024.441,Zr I,18.0
4024.576,T I,80.0
4024.732,Fe I,104.0
4024.894,Zr I,8.5
4025.009,Cr I,29.0
4025.134,T I,84.0
4025.308,CH,14.0
4026.168,Cr I,43.0
4026.31,CH,7.5
4026.436,Mn I,53.0
4026.542,T I,42.0
4026.771,Fe I,9.0
4027.104,Cr I,67.0
4027.251,Zr I,9.5
4027.672,N I,49.0
4027.943,CH,28.0
4028.123,Cr I,3.0
4028.346,Ti II,90.0
4028.763,Fe I,43.0
4028.93,Zr I,0.5
4029.296,N I,3.5
4029.443,CH,10.0
4029.642,Fe I,108.0
4030.049,Zr I,3.0
4030.19,Fe I,64.0
4030.497,Fe I,92.0
4030.763,Mn I,326.0
4030.892,Mn I,48.0
4031.116,Cr I,15.0
4031.245,Fe I,42.0
4031.34,Ce I,12.0
4031.447,Fe I,5.0
4031.563,Fe I,1.5
4031.969,Fe I,69.0
4032.463,Fe I,75.0
4033.186,Fe I,60.0
4033.277,Cr I,21.0
4033.588,Fe I,46.0
4033.79,CH,9.5
4033.904,T I,14.0
4033.972,Cr I,4.5
4034.091,Zr I,16.0
4034.232,CH,50.0
4034.492,Mn I,213.0
4034.87,T I,28.0
4035.118,Sm I,24.0
4035.25,Fe I,23.0
4035.427,Co I,9.0
4035.732,Mn I,216.0
4035.984,Fe I,16.0
4036.377,Fe I,24.0
4036.567,Fe I,8.5
4036.67,CH,6.0
4036.773,V I,31.0
4037.121,Fe I,44.0
4037.301,Cr I,18.0
4037.438,CH,5.0
4037.688,Fe I,22.0
4037.913,Gd I,4.5
4038.479,Ni I,3.5
4038.627,Fe I,26.0
4038.795,Fe I,64.0
4039.096,Cr I,42.0
4039.296,Cr I,7.0
4039.574,V I,9.0
4039.946,Fe I,44.0
4040.097,Fe I,61.0
4040.647,Fe I,78.0
4040.79,Ce I,39.0
4041.283,Fe I,168.0
4041.656,Fe I,58.0
4041.809,Cr I,3.0
4041.914,Fe I,13.0
4042.245,Cr I,10.0
4042.592,Ce I,13.0
4042.758,Fe I,10.0
4042.907,Sm I,18.0
4043.346,CH,24.0
4043.608,Zr I,6.5
4043.695,Cr I,17.0
4043.906,Fe I,146.0
4044.145,K I,16.0
4044.38,CH,6.5
4044.497,Fe I,40.0
4044.615,Fe I,105.0
4045.115,Fe I,50.0
4045.217,Mn I,19.0
4045.39,Co I,48.0
4045.6,Fe I,29.0
4045.825,Fe I,1174.0
4046.459,Fe I,19.0
4046.615,Fe I,1.0
4046.76,Cr I,7.5
4047.23,K I,5.0
4047.31,Fe I,41.0
4047.673,Y I,21.0
4047.802,Sc I,11.0
4048.072,CH,24.0
4048.4,Fe I,7.0
4048.753,Mn I,138.0
4048.996,Mn I,29.0
4049.152,Cr I,23.0
4049.336,Fe I,62.0
4049.565,CH,41.0
4049.731,CH,47.0
4049.862,Gd I,11.0
4050.104,La I,1.0
4050.329,Zr I,20.0
4050.68,Fe I,57.0
4050.948,V I,6.0
4051.052,V I,10.0
4051.187,Ni I,21.0
4051.337,V I,33.0
4051.49,Ru I,1.5
4051.918,Fe I,79.0
4052.303,Fe I,60.0
4052.456,Fe I,96.0
4052.72,Fe I,88.0
4052.94,Ti I,32.0
4053.271,Fe I,61.0
4053.491,Ce I,7.0
4053.59,V I,2.0
4053.824,Ti II,65.0
4054.077,Cr I,28.0
4054.185,Fe I,50.0
4054.442,Fe I,28.0
4054.711,Fe I,22.0
4054.815,Fe I,135.0
4055.039,T I,80.0
4055.215,Mn I,22.0
4055.551,Mn I,114.0
4055.99,Fe I,20.0
4056.07,Cr I,18.0
4056.195,T I,30.0
4056.347,Fe I,38.0
4056.452,Fe I,7.0
4056.806,Cr I,6.5
4057.218,Co I,57.0
4057.355,Mg I,46.0
4057.515,Mg I,197.0
4057.67,Mg I,38.0
4057.733,CH,11.0
4057.813,Pb I,16.0
4058.598,Co I,29.0
4058.765,Fe I,74.0
4058.931,Mn I,89.0
4059.222,CH,23.0
4059.386,Mn I,58.0
4059.502,CH,20.0
4059.722,Fe I,70.0
4059.966,Nd I,6.0
4060.094,Ti I,4.0
4060.269,T I,34.0
4061.733,Mn I,64.0
4062.232,Ce I,6.0
4062.447,Fe I,98.0
4062.642,Cu I,22.0
4063.605,Fe I,787.0
4063.926,V I,5.5
4064.05,Fe I,28.0
4064.214,Ti I,28.0
4064.371,T I,15.0
4064.456,Fe I,64.0
4064.577,Sm I,9.5
4065.087,V II,52.0
4065.236,V II,5.5
4065.388,Fe I,64.0
4065.587,Ti I,15.0
4065.708,Cr I,14.0
4066.004,Fe I,12.0
4066.22,CH,25.0
4066.373,Co I,76.0
4066.59,Fe I,80.0
4066.721,Sm I,20.0
4066.82,CH,30.0
4066.984,Fe I,130.0
4067.28,Fe I,96.0
4067.407,La I,5.5
4067.492,Fe I,18.0
4067.6,Fe I,23.0
4067.856,Fe I,27.0
4067.988,Fe I,133.0
4068.117,Ti I,10.0
4068.337,Sm I,4.5
4068.544,Cr I,27.0
4068.65,Ti I,5.0
4068.843,Ce I,3.5
4068.9,Fe I,1.0
4068.968,T I,5.0
4069.07,Fe I,48.0
4069.272,Nd I,8.5
4069.61,Fe I,34.0
4070.036,Fe I,11.0
4070.281,Mn I,66.0
4070.443,Mn I,5.0
4070.777,Fe I,94.0
4070.985,Cr I,3.0
4071.093,Zr I,17.0
4071.21,T I,2.5
4071.536,Fe I,50.0
4071.749,Fe I,723.0
4072.512,Fe I,63.0
4072.696,Zr I,7.0
4072.888,N I,6.0
4073.125,Dy I,5.0
4073.486,Ce I,18.0
4073.767,Fe I,90.0
4077.347,La II,
4077.724,Sr II,
4078.475,T I,56.0
4078.823,Fe I,19.0
4079.184,Fe I,144.0
4079.416,Mn I,104.0
4079.711,T I,12.0
4079.843,Fe I,94.0
4080.062,Fe I,8.5
4080.216,Fe I,89.0
4080.437,Hf I,5.0
4080.6,Ru I,5.0
4080.88,Fe I,61.0
4081.909,Cr I,7.5
4082.115,Fe I,76.0
4082.278,Cr I,8.0
4082.439,Fe I,82.0
4082.596,Co I,14.0
4082.943,Mn I,94.0
4083.093,CN,3.0
4083.226,Ce I,26.0
4083.565,Fe I,181.0
4083.763,Fe I,71.0
4083.999,CH,20.0
4084.15,Fe I,5.5
4084.327,CH,23.0
4084.501,Fe I,156.0
4085.013,Fe I,107.0
4085.445,CN,7.0
4085.574,Gd I,10.0
4085.731,Zr I,7.0
4085.984,Fe I,55.0
4086.316,Co I,104.0
4086.713,La II,42.0
4087.101,Ca XIII,81.0
4087.601,Cr I,8.0
4087.705,CN,6.5
4087.798,Fe I,19.0
4088.298,Co I,3.5
4088.564,Fe I,56.0
4088.85,Cr I,8.0
4089.224,Fe I,62.0
4089.598,Cr I,3.0
4089.961,Mn I,21.0
4090.081,Fe I,70.0
4090.324,Cr I,24.0
4090.573,V I,56.0
4090.772,Fe I,10.0
4090.959,Fe I,57.0
4091.999,Ca I,8.5
4092.281,Fe I,57.0
4092.396,Fe I,108.0
4092.516,Fe I,36.0
4092.669,Ca I,115.0
4092.825,Ca I,12.0
4093.034,Ni I,12.0
4093.15,Hf I,4.0
4093.48,V I,4.0
4093.65,Ni I,2.0
4094.2,Tm I,3.5
4094.304,Fe I,3.0
4094.61,CN,7.5
4094.698,CH,23.0
4094.938,Ca I,100.0
4095.268,Mn I,40.0
4095.356,Fe I,18.0
4095.481,V I,29.0
4095.644,Fe I,4.5
4095.981,Fe I,99.0
4096.213,Fe I,39.0
4096.643,Zr I,45.0
4096.824,CN,5.5
4096.941,Fe I,39.0
4097.016,Fe I,95.0
4097.65,Cr I,19.0
4097.796,Ru I,5.0
4098.183,Fe I,113.0
4098.594,Ca I,111.0
4098.901,Gd I,4.5
4099.048,Fe I,19.0
4099.175,Ti I,11.0
4099.788,V I,57.0
4099.989,Fe I,13.0
4100.165,Fe I,58.0
4100.345,Fe I,26.0
4100.747,Fe I,82.0
4100.914,Pr I,9.5
4101.272,Fe I,47.0
4101.378,CN,1.5
4101.682,H$\delta$,18.0
4102.167,V I,15.0
4102.38,Y I,5.0
4102.761,Ni I,2.5
4102.943,S I,106.0
4103.315,Dy I,12.0
4103.463,CN,8.5
4103.611,Fe I,28.0
4103.814,Cr I,3.5
4104.133,Fe I,100.0
4104.465,Fe I,29.0
4104.748,V I,24.0
4104.862,Cr I,11.0
4104.944,Fe I,54.0
4105.063,Fe I,8.0
4105.164,V I,61.0
4105.356,Mn I,15.0
4105.654,CN,2.5
4105.726,CN,3.5
4106.05,Cr I,1.5
4106.266,Fe I,64.0
4106.432,Fe I,74.0
4106.73,CH,15.0
4107.492,Fe I,125.0
4107.781,CN,4.0
4107.886,CN,6.0
4108.134,Fe I,39.0
4108.301,Fe I,6.0
4108.394,Cr I,9.0
4108.532,Ca I,80.0
4109.062,Fe I,75.0
4109.45,Nd II,39.0
4109.582,Nd II,18.0
4109.96,CN,7.0
4110.042,Zr I,11.0
4110.299,Ca I,8.5
4110.393,Ce I,3.5
4110.537,Co I,97.0
4110.867,Mn I,65.0
4111.0,Cr I,44.0
4111.358,Cr I,42.0
4111.47,Gd I,4.5
4111.68,Cr I,14.0
4111.787,V I,106.0
4112.081,Fe I,14.0
4112.174,Fe I,6.5
4112.323,Fe I,69.0
4112.45,Ni I,7.0
4112.569,Cr I,9.5
4112.716,T I,43.0
4112.958,Fe I,114.0
4113.221,Cr I,29.0
4113.528,V I,8.0
4113.866,Mn I,11.0
4114.118,CN,16.0
4114.451,Fe I,100.0
4114.942,Fe I,65.0
4115.177,V I,98.0
4115.376,Ce I,11.0
4115.89,Fe I,15.0
4115.98,N I,35.0
4116.208,CN,6.5
4116.481,V I,58.0
4116.704,V I,35.0
4116.957,Fe I,34.0
4117.741,Fe I,8.0
4118.153,Ce I,27.0
4118.428,Fe I,8.0
4118.555,Fe I,154.0
4118.782,Co I,148.0
4118.895,Co I,75.0
4119.4,Fe I,72.0
4119.671,Fe I,23.0
4120.048,T I,8.5
4120.622,Cr I,21.0
4120.838,Ce I,13.0
4121.325,Co I,125.0
4121.495,Zr I,8.0
4121.65,T I,8.5
4121.81,Fe I,94.0
4121.99,N I,16.0
4122.15,T I,30.0
4122.243,CN,7.0
4122.358,Mn I,10.0
4122.523,Fe I,86.0
4122.665,Fe I,63.0
4122.783,Mn I,10.0
4123.234,La I,54.0
4123.388,Cr I,24.0
4123.514,V I,73.0
4123.753,Fe I,109.0
4123.878,Ce I,23.0
4123.939,Sm I,16.0
4124.108,V I,9.0
4124.207,Fe I,6.5
4124.489,Fe I,31.0
4124.915,Y I,18.0
4125.228,Fe I,6.5
4125.626,Fe I,100.0
4126.191,Fe I,113.0
4126.519,Cr I,47.0
4126.646,Fe I,36.0
4126.918,Cr I,7.0
4127.073,T I,6.5
4127.275,Cr I,32.0
4127.376,Ce I,16.0
4127.537,T I,121.0
4127.803,Fe I,97.0
4127.941,Fe I,9.0
4128.098,V I,107.0
4128.309,Y I,12.0
4128.391,Cr I,8.0
4128.742,Fe II,50.0
4128.88,Fe II,10.0
4129.463,Fe I,57.0
4129.724,Eu II,54.0
4130.038,Fe I,64.0
4130.139,CN,4.0
4130.368,Gd I,11.0
4130.455,Cr I,19.0
4130.657,Ba I,45.0
4130.695,Ce I,5.0
4131.117,Mn I,49.0
4131.267,Ti I,6.5
4131.348,Cr I,21.0
4131.454,Mn I,5.0
4131.596,Fe I,1.5
4131.76,Fe I,23.0
4131.798,CN,4.0
4131.957,Fe I,60.0
4132.067,Fe I,404.0
4132.283,Gd I,5.0
4132.409,Cr I,19.0
4132.538,Fe I,77.0
4132.908,Fe I,123.0
4133.357,Nd I,11.0
4133.61,Fe I,48.0
4133.722,CN,6.0
4133.858,Fe I,108.0
4134.196,Fe I,22.0
4134.438,Fe I,186.0
4134.685,Fe I,129.0
4135.037,Mn I,38.0
4135.173,CH,6.0
4135.297,Rh I,26.0
4135.458,CN,19.0
4135.686,Zr I,7.0
4135.76,Fe I,22.0
4136.093,V I,1.0
4136.375,V I,4.5
4136.527,Fe I,73.0
4136.881,T I,4.5
4137.005,Fe I,104.0
4137.274,T I,48.0
4137.415,Fe I,59.0
4137.655,Ce I,33.0
4138.494,N I,13.0
4138.756,CN,8.5
4138.853,Fe I,17.0
4138.987,CN,10.0
4139.089,CN,27.0
4139.371,CH,14.0
4139.458,Co I,8.0
4139.61,CH,14.0
4139.732,Fe I,3.5
4139.936,Fe I,86.0
4140.162,CN,4.0
4140.247,Fe I,18.0
4140.457,Fe I,10.0
4140.755,CN,18.0
